date,open,high,low,close,volume
20260130,726.2049,730.8666,712.3197,715.2245,23744573
20260202,713.3279,720.0159,702.2677,705.1524,14365224
20260203,706.1107,715.7236,685.188,690.4686,13760663
20260204,686.5057,687.6037,666.2718,667.7991,16882761
20260205,662.3987,680.2868,652.3366,669.0169,17131791
20260206,664.3053,670.7936,645.3492,660.2825,18159253
20260209,661.9994,682.0935,657.6072,676.0144,14837529
20260210,676.3937,679.4383,668.5976,669.526,10455816
20260211,672.8001,678.0583,655.9302,667.4996,14323818
20260212,668.7773,674.7966,644.1313,648.6532,14960108
20260213,643.9516,650.2702,633.4403,638.6311,12336363
20260217,638.3566,641.456,627.6806,638.1519,12674739
20260218,632.6717,643.8518,627.0268,642.0749,14649196
20260219,637.4332,646.0379,635.5865,643.6322,10035698
20260220,638.5462,662.169,637.6428,654.4928,14183512
20260223,651.3783,656.5292,634.8678,636.1156,8605909
20260224,631.953,639.9687,627.8603,638.1619,10135647
20260225,641.3862,652.716,640.9969,652.5263,11330693
20260226,649.3919,659.8233,646.3473,655.8404,10637736
20260227,642.3045,648.2839,636.984,647.0261,15703041
20260302,636.0257,658.7652,633.3705,652.3965,9816125
20260303,647.1359,657.8668,637.7027,653.9138,12263754
20260304,656.7887,671.5723,656.5003,666.5413,10810054
20260305,660.7516,669.506,649.1523,659.394,13341367
20260306,646.7466,648.3138,634.9776,643.712,13159356
20260309,633.65,646.5969,625.6642,646.2375,13489742
20260310,652.3965,659.1245,647.8446,652.9056,9859250
20260311,653.5944,657.9466,647.2058,653.6942,8977162
20260312,647.5951,652.3366,635.7662,637.0439,11617485
20260313,622.7793,628.0498,608.4649,612.6175,18957637
20260316,631.4148,634.1622,622.5234,626.869,15134852
20260317,627.4035,635.9606,621.1243,622.0834,10348755
20260318,615.7693,622.0734,614.0409,615.1099,11726301
20260319,611.5831,612.4324,601.7023,606.1382,13247696
20260320,602.9711,603.3957,586.7062,593.1103,21214898
20260323,605.226,608.0764,598.4553,603.5006,13637959
20260324,598.5452,600.4435,590.4527,592.371,10739742
20260325,598.1856,603.111,592.8505,594.3391,12585031
20260326,581.9506,582.4601,542.8469,547.033,35780131
20260327,539.5999,543.0965,519.7782,525.2332,30133010
20260330,535.8833,539.0504,528.0506,535.8833,22795203
20260331,549.4707,573.1588,546.2637,571.6002,32898272
20260401,579.5928,591.9978,573.2886,578.6936,23608128
20260402,565.5109,577.9643,559.1817,573.9281,13518547
20260406,577.1551,582.2503,571.4703,572.4894,9515651
20260407,571.9499,574.6923,564.237,574.5175,9580843
20260408,605.4388,629.3667,591.282,611.8529,32036638
20260409,626.3894,636.9097,622.4231,627.8081,19012912
20260410,633.8825,637.9887,623.7519,629.2767,13294844
20260413,628.9171,634.412,623.8218,633.9424,9538931
20260414,642.6244,665.643,638.7784,661.8765,17817956
20260415,666.3824,677.8717,663.6049,670.9581,14952577
20260416,675.364,676.9526,667.1317,676.2432,9544835
20260417,677.9716,690.8797,674.5048,687.9124,16283480
20260420,680.7291,682.7472,667.3814,670.2887,12533951
20260421,670.3787,675.5738,666.7121,668.2207,8660100
20260422,673.7305,677.7518,669.1298,674.0952,9215603
20260423,663.0854,668.94,652.4453,658.5396,11666981
20260424,659.7085,680.0397,653.2346,674.4049,13348279
20260427,670.3737,681.868,670.2188,677.9916,12805222
20260428,673.6157,677.552,665.0086,670.7183,10606755
20260429,668.2906,673.6256,663.1937,668.5004,18947464
